43.18897625957952 25.15942778588159, 43.18896055238353 25.159412941983437, 43.188971413846104 25.15939147563244, 43.18903094629432 25.15937663631221, 43.18906439646312 25.159405816545828, 43.18897625957952 25.15942778588159
43.190380376471744 25.188330595279464, 43.19038647867556 25.18830586400145, 43.19040457443919 25.188314203814596, 43.190500840144836 25.188579648598278, 43.19049473788226 25.188604379897576, 43.190476642138314 25.18859603998656, 43.190380376471744 25.188330595279464
43.189831899483806 25.186074590113787, 43.18981468533479 25.186063289908432, 43.18982295371621 25.186039763739487, 43.190265366197195 25.18582750196436, 43.190282580368525 25.185838802181546, 43.19027431203274 25.18586232855496, 43.189831899483806 25.186074590113787
43.189938843158885 25.183219405062424, 43.189948244706294 25.183196687610625, 43.18996486708313 25.183209536508844, 43.19005831650717 25.183669829081836, 43.19004891486537 25.183692546505565, 43.19003229254035 25.1836796974575, 43.189938843158885 25.183219405062424
43.189064323769884 25.18581278886057, 43.18904695295197 25.185801945833056, 43.1890548869159 25.18577820584942, 43.19003648960426 25.185277908161307, 43.19005386046947 25.185288751204247, 43.190045926616634 25.185312491639632, 43.189064323769884 25.18581278886057
43.18968205388486 25.169899830123118, 43.18969036145906 25.169876329946803, 43.18970755662904 25.169887683685907, 43.18978052398689 25.170173836937938, 43.18977221635158 25.170197337110984, 43.18975502121072 25.17018598327249, 43.18968205388486 25.169899830123118
43.1894120379495 25.168563189888133, 43.189416822144615 25.168537923143578, 43.18943531000219 25.168544461543537, 43.18963910654733 25.169017461544875, 43.18963432224741 25.16904272834789, 43.18961583441582 25.169036189777287, 43.1894120379495 25.168563189888133
43.18926030407542 25.196807071651882, 43.18938659792897 25.19660875787935, 43.18937541047151 25.196682546071813, 43.18927661717943 25.196837676866807, 43.18926030407542 25.196807071651882
43.189192804898816 25.17013471914017, 43.18920012484777 25.17011061360322, 43.189217763105 25.17012061749993, 43.18933707113491 25.17051501950932, 43.18932975110097 25.170539125055292, 43.189312112878156 25.170529121019563, 43.189192804898816 25.17013471914017
43.18908235048682 25.175075331023184, 43.189071701305735 25.17505366674367, 43.18908755329932 25.175039112934858, 43.18934716343051 25.17510876857361, 43.189357812602616 25.17513043295892, 43.18934196059885 25.175144986811095, 43.18908235048682 25.175075331023184
43.18908248051939 25.169584037802906, 43.18909168535855 25.169561170822952, 43.1891084173817 25.169573750706213, 43.189172679862246 25.169876376599614, 43.18916347495987 25.169899243564984, 43.18914674297084 25.169886663580744, 43.18908248051939 25.169584037802906
43.18894042339407 25.176487784435498, 43.18894053266536 25.176461685978943, 43.18895962924131 25.176461835311134, 43.18927863738905 25.176902831278163, 43.18927852801967 25.17692892988149, 43.18925943144268 25.176928780406175, 43.18894042339407 25.176487784435498
43.187726113848946 25.15881037485788, 43.18771817912911 25.158786636090273, 43.18773554943784 25.158775792267402, 43.18893989470394 25.159389515280242, 43.18894782930712 25.15941325459857, 43.188930458942046 25.159424098469128, 43.187726113848946 25.15881037485788
43.18880883288336 25.1680391456008, 43.18881592792737 25.168014914958874, 43.18883365783751 25.168024611424936, 43.188996234229904 25.168543264184827, 43.18898913907434 25.16856749484141, 43.18897140920739 25.168557798193472, 43.18880883288336 25.1680391456008
43.18851492889846 25.16256021259782, 43.188500382806666 25.16257712257294, 43.18848800947201 25.162557243211037, 43.18855816051999 25.161369331171247, 43.1885727064275 25.161352420898844, 43.188585079967496 25.161372300037012, 43.18851492889846 25.16256021259782
43.18847036483928 25.167011912126267, 43.18848248073502 25.166991738737508, 43.18849724197614 25.167008296879445, 43.18856611292459 25.16796465120445, 43.18855399685436 25.16798482443464, 43.188539235750234 25.16796826603756, 43.18847036483928 25.167011912126267
43.188411751935284 25.18157825119524, 43.18839299893068 25.181573320441913, 43.188396606854916 25.181547691759402, 43.18868642798015 25.181279423097013, 43.188705180995306 25.181284353780484, 43.18870157313291 25.18130998260631, 43.188411751935284 25.18157825119524
43.18831214348645 25.172071690460765, 43.18831766063626 25.172046704767144, 43.188335943178586 25.172054244735754, 43.18851234496297 25.172503712405316, 43.18850682771417 25.172528698141196, 43.1884885452007 25.17252115801053, 43.18831214348645 25.172071690460765
43.18826323132963 25.172174262747635, 43.188268780708434 25.17214929040717, 43.18828705349474 25.17215687441519, 43.18840789767797 25.17246608934617, 43.18840234823061 25.172491061717448, 43.188384075464754 25.17248347759582, 43.18826323132963 25.172174262747635
43.18789855580055 25.164449295153243, 43.18789263475782 25.164424482960456, 43.187910790469864 25.164416391063718, 43.188118171356 25.164560408914745, 43.188124092370934 25.164585221212345, 43.1881059366472 25.164593313089775, 43.18789855580055 25.164449295153243
43.188367217284494 25.187559740849515, 43.18835286358719 25.187576955401088, 43.1883402673578 25.18755733902213, 43.18840273763504 25.186248000158088, 43.1884170911263 25.186230785287275, 43.18842968757862 25.186250401409723, 43.188367217284494 25.187559740849515
43.18825399050371 25.186437326041037, 43.188266526123364 25.186417637319725, 43.18828093277568 25.186434769014767, 43.188315752289455 25.18712003077652, 43.18830321654666 25.187139719374258, 43.188288809996905 25.18712258750372, 43.18825399050371 25.186437326041037
43.18763302906218 25.169327859585007, 43.18763685014329 25.16930228908269, 43.187655560811876 25.16930751107263, 43.18776001898465 25.169523537195815, 43.18830996199227 25.17066061887463, 43.188306142587656 25.17068619013651, 43.188287431571865 25.170680970375212, 43.18773748833961 25.16954388803071, 43.18773748755331 25.169543886404607, 43.18773748755322 25.169543886404583, 43.18763302906218 25.169327859585007
43.187227140903765 25.170474337924325, 43.187223433084995 25.17044873646102, 43.187242166534055 25.170443669285056, 43.18758575314612 25.17075806123812, 43.18758946089851 25.170783662873273, 43.187570727434114 25.170788729978074, 43.187227140903765 25.170474337924325
43.18723238355782 25.157807661245403, 43.18724732621957 25.1580185026593, 43.18723518739766 25.158038649796097, 43.18722044506574 25.158022060666507, 43.18720346218734 25.157782431706142, 43.18723238355782 25.157807661245403
43.187090045428164 25.171707569594858, 43.18709836711009 25.17168407971999, 43.18711555547757 25.17169545225336, 43.18720740334388 25.172056586463043, 43.18722538573795 25.172103875839042, 43.18721963038858 25.172128760529812, 43.18720142142496 25.172120895166987, 43.18718298757384 25.17207241856237, 43.18718221468189 25.172069967497787, 43.187090045428164 25.171707569594858
43.18687588813694 25.192333639605927, 43.18687638131869 25.192332086919215, 43.18689389910309 25.192342478732357, 43.18690962163394 25.19239692743423, 43.18687588813694 25.192333639605927
43.186365242916864 25.167724237260487, 43.18635779428735 25.167700206592656, 43.18637537858239 25.167690027303376, 43.18652848199933 25.16777474367486, 43.186530189125804 25.16778025121131, 43.18653449723896 25.16778130634665, 43.18658339816825 25.167877318284194, 43.18658002933841 25.167903006809144, 43.1865800293384 25.167903006809144, 43.18656123198338 25.167898402953156, 43.186514624769046 25.16780689447117, 43.186365242916864 25.167724237260487
43.18611267177211 25.168884585784948, 43.186118059046805 25.16885954813991, 43.18613638026791 25.168866910348445, 43.18641519237677 25.169565350159896, 43.186409804948894 25.169590387870482, 43.186391483770635 25.169583025413786, 43.18611267177211 25.168884585784948
43.186095768489515 25.167174554817542, 43.186077007333964 25.167169683050293, 43.18608057223317 25.167144044208097, 43.186229835233135 25.167005203409445, 43.186248596394506 25.167010075136627, 43.18624503152688 25.16703571405629, 43.186095768489515 25.167174554817542
43.185902273495294 25.1620327074156, 43.185906809972835 25.162007356979906, 43.18592536014204 25.162013556473248, 43.18603929162749 25.162270058960193, 43.186034755092464 25.1622954094336, 43.18601620493711 25.1622892098444, 43.185902273495294 25.1620327074156
43.18557077009049 25.156505747891043, 43.18558163948036 25.15648429024554, 43.18559734118731 25.156499144143734, 43.185702311774904 25.157287948196455, 43.185691442232596 25.15730940574748, 43.185675740626934 25.157294551615895, 43.18557077009049 25.156505747891043
43.185300663191285 25.175535846778093, 43.185306485913145 25.175510992126885, 43.185324673472685 25.175518949307982, 43.185991876739905 25.17728952248358, 43.185986053634124 25.177314377259172, 43.18596786619028 25.17730641946124, 43.185300663191285 25.175535846778093
43.18538601752538 25.16143072461349, 43.18539506046883 25.1614077387559, 43.18541188050192 25.161420096628994, 43.18548561593765 25.161755197151027, 43.185476572924166 25.161778182994137, 43.185459752927926 25.161765825008903, 43.18538601752538 25.16143072461349
43.18536732707738 25.172291884903125, 43.185374447189965 25.172267669322647, 43.18539216708555 25.17227739949625, 43.1855943772536 25.172924984736344, 43.18579757693388 25.173147527653555, 43.185799669497776 25.173173468023545, 43.18578068761126 25.17317632768605, 43.18557484292723 25.172950887891908, 43.1855708675145 25.172943730493472, 43.18536732707738 25.172291884903125
43.18513207640123 25.160415231805437, 43.185140963770415 25.160392133011342, 43.18515786651628 25.160404278229343, 43.18536883179054 25.161331923071536, 43.185359944230925 25.161355021822803, 43.18534304158106 25.161342876300722, 43.18513207640123 25.160415231805437
43.18500259550338 25.169479355739988, 43.18500647926657 25.169453803977355, 43.18502517703423 25.169459111399984, 43.18527121783641 25.169971645719762, 43.1852673339591 25.16999719756453, 43.18524863621379 25.16999188995826, 43.18500259550338 25.169479355739988
43.184908109878634 25.156654063699293, 43.18491676528931 25.156630801109323, 43.18493378795718 25.156642629295774, 43.18503568623266 25.15706997658862, 43.18502703073249 25.157093239165324, 43.185010008108875 25.15708141083488, 43.184908109878634 25.156654063699293
43.18522333563304 25.186472190538172, 43.18522587366252 25.18644632466735, 43.18524480121323 25.18644979306578, 43.18540993785811 25.186745359220374, 43.18540883351402 25.186756613679695, 43.18541732595684 25.18676026977159, 43.18577089760357 25.187687914567885, 43.1857651593042 25.18771280614682, 43.185746944863176 25.18770496427299, 43.185393373358124 25.186777319731807, 43.1853952898751 25.186769006000848, 43.18538847221983 25.186767756653456, 43.18522333563304 25.186472190538172
43.18469694931984 25.166536502243645, 43.18470071100748 25.166510916547786, 43.18471943370056 25.16651605711993, 43.18508196624537 25.167260620289465, 43.185078204392276 25.167286206105093, 43.1850594817301 25.16728106526989, 43.18469694931984 25.166536502243645
43.18451794676858 25.168013848526776, 43.184523904727136 25.16798905417986, 43.1845420483929 25.167997196066935, 43.18471896222945 25.16847537319369, 43.184713004166206 25.168500167576504, 43.18469486053364 25.16849202551817, 43.18451794676858 25.168013848526776
43.18439511599069 25.1610323657352, 43.18439759954987 25.161006490540565, 43.184416534182105 25.161009884454984, 43.184575782233374 25.161293213793833, 43.18457329861054 25.161319089054594, 43.18455436398608 25.161315695037214, 43.18439511599069 25.1610323657352
43.18431883831759 25.16026908709474, 43.18431856538312 25.160242992972393, 43.184337660243635 25.16024261998892, 43.18453505613532 25.160504770202888, 43.18453532901176 25.16053086442067, 43.18451623414931 25.160531237317596, 43.18431883831759 25.16026908709474
43.18399700724302 25.16109848104657, 43.183990661997285 25.161073867064353, 43.18400867383295 25.161065195996077, 43.18426393153972 25.161232275523606, 43.184270276753374 25.16125688963228, 43.1842522649036 25.16126556068434, 43.18399700724302 25.16109848104657
43.18405696715266 25.16711482515415, 43.18405711850204 25.167088729244128, 43.18407621475321 25.16708893606594, 43.18417350455754 25.167224011671813, 43.18417348215508 25.16722787358333, 43.184176135107684 25.167229204692763, 43.18430414801459 25.16760713405993, 43.18429756590471 25.167631631786737, 43.18427963923153 25.167622636992537, 43.18415261161634 25.167247616437503, 43.18405696715266 25.16711482515415
43.183815982880496 25.171129215978233, 43.18382176722884 25.171104345237556, 43.18383996700777 25.17111224978476, 43.184156414911826 25.17194764781356, 43.18415063038142 25.171972518617807, 43.18413243065753 25.17196461377592, 43.183815982880496 25.171129215978233
43.18392382591165 25.1644001752766, 43.18390883459048 25.164416341512045, 43.18389700456735 25.16439585523111, 43.183939504836395 25.16390308823103, 43.183954496082485 25.163886921864044, 43.183966326195225 25.163907408062403, 43.18392382591165 25.1644001752766
43.18344909667684 25.163041125925233, 43.18343265179724 25.163027858955104, 43.18344236028712 25.163005386494, 43.18380873312929 25.16287642919655, 43.18382517802617 25.162889696203443, 43.18381546956257 25.16291216882468, 43.18344909667684 25.163041125925233
43.182386527402215 25.159757777051187, 43.182368023883065 25.15975132283357, 43.18237274702497 25.15972603762183, 43.18299156121842 25.159224328128015, 43.18301006476367 25.159230782244645, 43.183005341737314 25.159256067755685, 43.182386527402215 25.159757777051187
43.18275266543299 25.166173100710854, 43.18273368300426 25.16617024829768, 43.18273577036184 25.16614430849685, 43.18301022993971 25.16584356522763, 43.183029212374116 25.16584641754921, 43.183027125086674 25.16587235748254, 43.18275266543299 25.166173100710854
43.182091021653974 25.16054179497913, 43.18208645366263 25.160516456704222, 43.18210499609898 25.160510214530053, 43.18261704767722 25.16093332583611, 43.18262161558038 25.160958664363474, 43.18260307311961 25.160964906460695, 43.182091021653974 25.16054179497913
43.18251009238113 25.172295097007147, 43.18251356873201 25.172269436920807, 43.18253234653881 25.172274187391398, 43.182649094307216 25.17250621624105, 43.18264561790408 25.172531876372805, 43.18262684010673 25.172527125815222, 43.18251009238113 25.172295097007147
43.18199158606469 25.166061771451027, 43.18199457497156 25.16603599721727, 43.18201343647171 25.166040081554833, 43.18248483460536 25.166926860809358, 43.18272778839295 25.16728800514152, 43.18272698609109 25.1673140782656, 43.18270790609543 25.167312981903248, 43.18246442563602 25.166951054588367, 43.182463441457465 25.166949411080214, 43.18199158606469 25.166061771451027
43.18210328890139 25.162188897103533, 43.18208427666832 25.16218644352577, 43.18208607218235 25.16216046327531, 43.18220151468369 25.162029935592713, 43.18202655710066 25.161733020262076, 43.18202860577071 25.161707075036677, 43.182047592391065 25.161709874542048, 43.182222963293704 25.16200749123467, 43.18237339445355 25.161862618876697, 43.18239221116189 25.16186707215777, 43.182388952283 25.16189278535185, 43.182228595088446 25.16204721687797, 43.18210328890139 25.162188897103533
43.18189482779986 25.16670609789311, 43.181898389546824 25.166680459986882, 43.181917151312845 25.166685327102858, 43.182224126256735 25.16730140370488, 43.182220564372564 25.16732704171675, 43.182201802630786 25.16732217438229, 43.18189482779986 25.16670609789311
43.18202191863015 25.167821460256118, 43.18202723114729 25.167796394478437, 43.18204557419227 25.167803654033847, 43.18222504828613 25.168248885880644, 43.18221973567074 25.168273951704005, 43.18220139265319 25.168266691987835, 43.18202191863015 25.167821460256118
43.180778633690046 25.163932717778636, 43.18076106236787 25.163922497694, 43.180768541539656 25.163898486972162, 43.18150205528186 25.16349467192592, 43.18151962664014 25.1635048920029, 43.181512147558195 25.16352890306761, 43.180778633690046 25.163932717778636
43.180609169156774 25.178503013751435, 43.18061311428063 25.178477481309503, 43.18063179926435 25.17848287219494, 43.181351231787154 25.179992236350902, 43.18134728632938 25.18001776901604, 43.18132860141061 25.180012377604243, 43.180609169156774 25.178503013751435
43.17984321398445 25.159028768846316, 43.179840184604785 25.159003004397952, 43.17985903961218 25.15899886489329, 43.1800943273161 25.15923136433938, 43.18009735664634 25.15925712890729, 43.18007850162918 25.159261268351372, 43.17984321398445 25.159028768846316
43.17962433540368 25.160626293671708, 43.17962262978886 25.16060030316936, 43.179641650296404 25.160597972533527, 43.17990510084099 25.16089871576135, 43.17990680639024 25.16092470639393, 43.17988778587521 25.160927036941423, 43.17962433540368 25.160626293671708
43.17977154301183 25.17004874508492, 43.17977182573141 25.170022653018485, 43.179790920519785 25.170023039336503, 43.179946072155275 25.170241419411045, 43.17994578938712 25.17026751155243, 43.17992669459864 25.170267125158823, 43.17977154301183 25.17004874508492
43.179658974429316 25.17059502549608, 43.17966528170976 25.17057039496033, 43.17968330694876 25.170579013524932, 43.17984204295305 25.171029422494605, 43.17983573557434 25.171054053058153, 43.17981771036866 25.17104543433259, 43.179658974429316 25.17059502549608
43.17951780741095 25.16245294989278, 43.179500760798945 25.162464712606553, 43.179492152529754 25.162441419376517, 43.17957587293743 25.16209361152275, 43.1795929195089 25.16208184869184, 43.17960152785096 25.16210514190668, 43.17951780741095 25.16245294989278
43.179264057098266 25.173735380850154, 43.17926854184412 25.173710015884666, 43.17928710467817 25.17371614401094, 43.17945352145459 25.174088425601674, 43.17944903662584 25.174113790619373, 43.17943047381112 25.17410766235731, 43.179264057098266 25.173735380850154
43.17782581840589 25.156518265303973, 43.17782446837357 25.156492236598623, 43.17784351740416 25.156490391902008, 43.17826749612452 25.156993042562046, 43.17826884604639 25.157019071470284, 43.17824979700586 25.1570209160201, 43.17782581840589 25.156518265303973
43.17790581217599 25.175504769856033, 43.178528806656466 25.17500273555434, 43.17854729783813 25.175009255592293, 43.1785425262203 25.17503452234805, 43.17792178645375 25.175534739394855, 43.17790581217599 25.175504769856033
43.17800828632278 25.170156420573207, 43.177989351571085 25.170153027501183, 43.17799183477043 25.170127154876496, 43.17822276997572 25.169884771799463, 43.17824170473336 25.16988816479876, 43.1782392215903 25.169914037537197, 43.17800828632278 25.170156420573207
43.177341072911084 25.162654389284782, 43.177341391330664 25.162628299079145, 43.17736048552273 25.162628734161974, 43.17766464417457 25.163058434610846, 43.17766432565934 25.163084524955355, 43.17764523146733 25.16308408973145, 43.177341072911084 25.162654389284782
43.176273071289216 25.156065252410862, 43.17627211141786 25.156039192066483, 43.176291184091845 25.156037880521804, 43.17673385269702 25.15658477197825, 43.176734812447705 25.156610832531655, 43.17671573976547 25.15661214391238, 43.176273071289216 25.156065252410862
43.17594109385211 25.15130798405267, 43.175946285820906 25.151282873776875, 43.175964663272644 25.151289967891255, 43.17614695365025 25.151735199736958, 43.17614176158312 25.151760310060673, 43.176123384158124 25.15175321578548, 43.17594109385211 25.15130798405267
43.17527441985332 25.15720591821757, 43.17526971734589 25.157180628774924, 43.175288226127925 25.157174203506756, 43.17617945189855 25.157898528640064, 43.176184154254386 25.157923818516494, 43.17616564543056 25.157930243662836, 43.17527441985332 25.15720591821757
43.17552012763697 25.153626673996573, 43.17552011152703 25.153600581019028, 43.17553920832126 25.153600559002975, 43.176037434528915 25.15428017284897, 43.17603745048782 25.154306266052394, 43.176018353691006 25.154306287853935, 43.17552012763697 25.153626673996573
43.17534162528729 25.16158919803622, 43.17534277250608 25.161563152188364, 43.17536183486337 25.16156471968686, 43.17571847880699 25.162114435061522, 43.17571733146545 25.16214048106335, 43.175698269113724 25.162138913380076, 43.17534162528729 25.16158919803622
43.175260197638984 25.15881525859352, 43.17525300899385 25.158791084954856, 43.175270701147596 25.158781262759163, 43.17555873015193 25.158947400981013, 43.17556591876621 25.158971574758585, 43.17554822659684 25.158981396950125, 43.175260197638984 25.15881525859352
43.1752566396887 25.170534624795078, 43.17551516383623 25.170241947553833, 43.17553417736793 25.170244382981174, 43.17553239493685 25.17027036219781, 43.175272570036434 25.170564511916236, 43.1752566396887 25.170534624795078
43.17541200754505 25.170826112339803, 43.17548157176375 25.170746540802764, 43.1755005941055 25.170748844258803, 43.175498908259975 25.170774835498747, 43.1754279431831 25.170856009386203, 43.17541200754505 25.170826112339803
43.171693248351446 25.163849302514237, 43.17454843889449 25.1675808449339, 43.17454886192349 25.16760693121336, 43.174529769725275 25.16760750920705, 43.1717829606372 25.164017612836087, 43.171693248351446 25.163849302514237
43.173223466177596 25.161714659592942, 43.17322842122898 25.161689461139687, 43.17324686404174 25.16169623123521, 43.17418903902542 25.16392945015468, 43.17418408348514 25.16395464884141, 43.17416564079465 25.163947877967395, 43.173223466177596 25.161714659592942
43.17296346556737 25.157239210055465, 43.172958062678404 25.15721418416062, 43.17297637927367 25.157206802208666, 43.173779276141104 25.15780405273056, 43.17378467890735 25.157829079014885, 43.17376636227276 25.157836460887825, 43.17296346556737 25.157239210055465
43.17304113674399 25.161281571305118, 43.17304619916317 25.161256412801933, 43.17306461279173 25.16126332957356, 43.17321310776209 25.161620079825322, 43.173208045263756 25.16164523837021, 43.17318963165634 25.161638321468267, 43.17304113674399 25.161281571305118
43.17248836800346 25.15477103736346, 43.17247132938669 25.154782820255356, 43.17246270535083 25.154759540649486, 43.172507125606316 25.154574443941847, 43.17263586965902 25.15415640625929, 43.17248836800346 25.15477103736346
